id,move_prefix,prefix_ply_count,side_to_move,white_win_rate,draw_rate,black_win_rate,cohort_game_count
116,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 c3 O-O,10,white,0.4166666666666667,0.0,0.5833333333333334,12
117,e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 O-O c6 Bc4 Nf6,12,white,0.32,0.0,0.68,25
118,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nf6 d3 O-O,10,white,0.6666666666666666,0.08333333333333333,0.25,12
120,e4 d5 exd5 Nf6 c4 c6 dxc6 Nxc6 Nf3 Bg4,10,white,0.42857142857142855,0.0,0.5714285714285714,14
121,e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 e5 Nfd7,10,white,0.45794392523364486,0.07476635514018691,0.4672897196261682,107
122,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 e6 Nf3 Qf6,10,white,0.8461538461538461,0.0,0.15384615384615385,13
123,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O h3 Bb7,16,white,0.26666666666666666,0.06666666666666667,0.6666666666666666,15
125,d4 d5 Nc3 Nf6 Bf4 e6 Nb5 Bd6 Qd2 a6,10,white,0.8461538461538461,0.0,0.15384615384615385,26
126,e4 e5 Nf3 Nc6 Bc4 h6 d4 exd4 Nxd4 Nge7,10,white,0.42105263157894735,0.0,0.5789473684210527,19
127,d4 d5 Nc3 Nf6 Nf3 e6 Bg5 Be7 Bxf6 Bxf6,10,white,0.5,0.0,0.5,12
128,e4 e5 Nf3 Nc6 Bb5 d6 O-O Bd7 c3 a6 Ba4 b5,12,white,0.75,0.0,0.25,12
129,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5,14,white,0.52,0.04,0.44,25
130,e4 e5 Qh5 Nc6 Bc4 Qe7 Nc3 Nf6 Qd1 d6,10,white,0.6666666666666666,0.0,0.3333333333333333,12
131,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nxc6 bxc6,10,white,0.4186046511627907,0.06976744186046512,0.5116279069767442,43
133,e4 e5 Nf3 d6 d4 exd4 Nxd4 Be7 Nc3 Bf6,10,white,0.35714285714285715,0.0,0.6428571428571429,14
134,d4 c5 d5 e6 c4 exd5 cxd5 d6 Nc3 Nf6 e4 Be7 Nf3 O-O,14,white,0.5294117647058824,0.0,0.47058823529411764,17
136,d4 d5 c4 Nc6 cxd5 Qxd5 e3 e5 Nc3 Bb4 Bd2 Bxc3 bxc3 exd4 cxd4 Nf6 Qb3 Qd6,18,white,0.9642857142857143,0.0,0.03571428571428571,28
137,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nge7 c3 O-O d4 exd4 cxd4 Bb6,14,white,0.391304347826087,0.0,0.6086956521739131,23
138,e4 c5 Nf3 Nc6 Nc3 e5 Bb5 d6 d3 Ne7,10,white,0.14285714285714285,0.0,0.8571428571428571,14
139,e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 Nc3 d6,10,white,0.6153846153846154,0.0,0.38461538461538464,13
140,d4 Nf6 e3 g6 Nf3 Bg7 Be2 O-O O-O d6,10,white,0.42857142857142855,0.0,0.5714285714285714,14
141,d4 d5 c4 Nf6 cxd5 Nxd5 e4 Nf6 Nc3 e6,10,white,0.575,0.1,0.325,40
142,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 c6 Bc4 Nf6,10,white,0.35714285714285715,0.0,0.6428571428571429,14
143,e4 d5 exd5 Qxd5 Nc3 Qe6+ Qe2 Nc6 Qxe6 Bxe6 Nf3 Nb4,12,white,0.6,0.06666666666666667,0.3333333333333333,15
145,e4 e5 Nf3 Nc6 Bb5 d6 O-O Bd7 c3 Nf6,10,white,0.8,0.0,0.2,15
146,e4 c5 Nf3 Nc6 c3 g6 d4 cxd4 cxd4 Bg7,10,white,0.4375,0.0625,0.5,16
147,e4 e5 Nf3 d6 Bc4 Be7 O-O Nf6 d4 exd4,10,white,0.35714285714285715,0.07142857142857142,0.5714285714285714,14
150,e4 e5 Nf3 Nc6 Bc4 h6 c3 Bc5 d4 exd4,10,white,0.6666666666666666,0.0,0.3333333333333333,27
151,e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 Nc3 Bc5,10,white,0.42105263157894735,0.0,0.5789473684210527,19
152,d4 c5 Nf3 cxd4 Nxd4 Nc6 Nxc6 bxc6 g3 g6 Bg2 Bg7,12,white,0.7692307692307693,0.15384615384615385,0.07692307692307693,13
153,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Be7 O-O O-O,10,white,0.6470588235294118,0.0,0.35294117647058826,17
154,e4 c5 Nf3 Nc6 c3 g6 d4 cxd4 cxd4 d5,10,white,0.25,0.0,0.75,12
155,e4 c6 d4 d5 e5 Bf5 Bd3 Bg6 Bxg6 hxg6,10,white,0.4,0.05,0.55,20
156,e4 e5 Nf3 d6 d4 Bg4 Be2 Bxf3 Bxf3 exd4,10,white,0.42105263157894735,0.07894736842105263,0.5,38
157,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 Nf3 Bd6,12,white,0.5,0.0,0.5,12
158,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke6 Nc3 Nb4,16,white,0.7142857142857143,0.0,0.2857142857142857,28
159,d4 d5 c4 Nc6 Nc3 Nf6 cxd5 Nxd5 e4 Nxc3 bxc3 e5,12,white,0.7333333333333333,0.0,0.26666666666666666,30
160,d4 e6 c4 d5 Nc3 Nf6 Nf3 Be7 Bg5 O-O,10,white,0.44,0.0,0.56,25
161,e4 e6 Nf3 d5 exd5 exd5 d4 Bd6 Bd3 Ne7,10,white,0.6666666666666666,0.0,0.3333333333333333,12
165,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 Nc6 d4 Nf6,10,white,0.5833333333333334,0.0,0.4166666666666667,12
166,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ c6 dxc6 bxc6 Ba4 h6,16,white,0.23529411764705882,0.029411764705882353,0.7352941176470589,34
167,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Be3 e5,12,white,0.16666666666666666,0.08333333333333333,0.75,12
169,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 d6,12,white,0.6428571428571429,0.0,0.35714285714285715,14
170,d4 d5 Nf3 Nf6 Bf4 e6 e3 Bd6 Bxd6 Qxd6 Nbd2 O-O,12,white,0.38461538461538464,0.15384615384615385,0.46153846153846156,13
171,e4 e5 Bc4 Nf6 d3 d5 exd5 Nxd5 Nf3 Bg4,10,white,0.7857142857142857,0.0,0.21428571428571427,14
172,d4 d5 c4 Nf6 Nc3 e6 Bg5 Be7 Nf3 O-O,10,white,0.3333333333333333,0.08333333333333333,0.5833333333333334,12
173,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Bd2 c6,10,white,0.5660377358490566,0.0,0.4339622641509434,53
174,e4 e6 Nf3 d5 exd5 exd5 c4 Nf6 cxd5 Nxd5,10,white,0.25,0.0,0.75,12
175,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 e6 Nf3 c6,10,white,0.7272727272727273,0.0,0.2727272727272727,22
176,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nge7 c3 O-O d4 exd4,12,white,0.43478260869565216,0.0,0.5652173913043478,23
177,e4 c5 Nf3 d6 Nc3 Nc6 d4 cxd4 Nxd4 Nf6,10,white,0.4666666666666667,0.0,0.5333333333333333,15
178,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Nd4 Nxd4 exd4,10,white,0.5714285714285714,0.0,0.42857142857142855,14
179,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 Nxe5 Qd4 Nf3 Qxe4+ Qe2 Qxe2+ Kxe2 Bg4 Re1 O-O-O,18,white,0.3157894736842105,0.10526315789473684,0.5789473684210527,38
180,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 c3 Bg7 d3 O-O Bg5 d6,14,white,0.4117647058823529,0.058823529411764705,0.5294117647058824,17
181,e4 Nc6 Nf3 e5 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ c6,12,white,0.5,0.0,0.5,26
182,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nc3 Bb4 Nxc6 bxc6,12,white,0.4,0.1,0.5,30
183,d4 d5 Nf3 c6 e3 Nf6 Bd3 Bg4 c3 e6,10,white,0.2,0.06666666666666667,0.7333333333333333,15
184,d4 d5 c4 c6 Nc3 Nf6 Nf3 e6 Bg5 Be7,10,white,0.5151515151515151,0.06060606060606061,0.42424242424242425,33
185,e4 e5 f4 Nc6 Nf3 exf4 Bc4 Bc5 d4 Bb6,10,white,0.5333333333333333,0.06666666666666667,0.4,15
186,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 a6 d4 exd4 cxd4 Ba7,12,white,0.42857142857142855,0.0,0.5714285714285714,14
187,e4 e5 Nf3 d6 d4 c5 dxe5 dxe5 Qxd8+ Kxd8,10,white,0.8461538461538461,0.07692307692307693,0.07692307692307693,13
188,e4 d5 exd5 Qxd5 d4 Nc6 Nf3 Bg4 Be2 O-O-O,10,white,0.4,0.0,0.6,20
190,e4 d5 exd5 c6 dxc6 Nxc6 Nf3 Bg4 Be2 h5,10,white,0.5,0.0,0.5,12
191,e4 e5 Nf3 Nc6 Nc3 Bc5 Bb5 d6 Bxc6+ bxc6 d4 exd4,12,white,0.4166666666666667,0.08333333333333333,0.5,12
192,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 c3 Bg7 d3 O-O,12,white,0.5121951219512195,0.024390243902439025,0.4634146341463415,41
193,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Nc3 b5 Bb3 Be7,12,white,0.4166666666666667,0.08333333333333333,0.5,12
194,e4 e5 Nf3 d6 Bc4 Bg4 Nc3 Nf6 h3 Bh5,10,white,0.3333333333333333,0.08333333333333333,0.5833333333333334,12
195,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 Re1 Bd7,10,white,0.5,0.0,0.5,12
196,d4 e6 Nf3 d5 g3 Nf6 Bg2 c5 O-O cxd4,10,white,0.7,0.0,0.3,20
198,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Qf6,10,white,0.5087719298245614,0.07017543859649122,0.42105263157894735,114
200,d4 d5 f3 Bf5 Nc3 e6 e4 dxe4 fxe4 Bg6,10,white,0.42857142857142855,0.0,0.5714285714285714,14
201,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 c6 Bc4 e6,10,white,0.6153846153846154,0.07692307692307693,0.3076923076923077,13
202,d4 d5 c4 c6 cxd5 cxd5 Nc3 Nf6 Bg5 e6,10,white,0.46153846153846156,0.0,0.5384615384615384,13
203,e4 e5 Nf3 Nc6 Bc4 h6 Nc3 Nf6 d3 d6,10,white,0.5384615384615384,0.07692307692307693,0.38461538461538464,13
204,d4 d5 c4 c6 Nc3 e6 Nf3 Nf6 Bg5 Be7 e3 O-O,12,white,0.5714285714285714,0.0,0.42857142857142855,14
206,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bb4+ c3 Bc5,10,white,0.5384615384615384,0.0,0.46153846153846156,13
207,e4 e5 Nf3 Nc6 c3 Bc5 d4 exd4 cxd4 Bb6,10,white,0.46511627906976744,0.046511627906976744,0.4883720930232558,43
208,e4 c5 Nf3 Nc6 d4 e6 d5 exd5 exd5 Nb4,10,white,0.6666666666666666,0.0,0.3333333333333333,15
209,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Be7,12,white,0.42857142857142855,0.0,0.5714285714285714,14
210,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Bd6 d4 exd4,12,white,0.6521739130434783,0.043478260869565216,0.30434782608695654,23
211,e4 b6 Nf3 Bb7 Nc3 Nf6 d4 Nxe4 Nxe4 Bxe4,10,white,0.7222222222222222,0.0,0.2777777777777778,18
212,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O,10,white,0.6268656716417911,0.029850746268656716,0.34328358208955223,67
214,d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 O-O,10,white,0.6923076923076923,0.0,0.3076923076923077,13
215,d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 Bxf6 Bxf6,10,white,0.4117647058823529,0.11764705882352941,0.47058823529411764,17
217,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Nxe4 O-O Nxc3 bxc3 Bxc3,18,white,0.5714285714285714,0.0,0.42857142857142855,14
219,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 Nf6,10,white,0.6052631578947368,0.0,0.39473684210526316,38
220,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 c6 Nf3 Nf6,10,white,0.35,0.0,0.65,20
221,e4 e5 Nf3 d6 Bc4 Be6 Bxe6 fxe6 d3 Nf6,10,white,0.43478260869565216,0.0,0.5652173913043478,23
222,e4 c6 d4 d5 e5 Bf5 g4 Bg6 h4 h6,10,white,0.8181818181818182,0.045454545454545456,0.13636363636363635,22
223,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bb4 a3 Bxc3,10,white,0.5,0.125,0.375,16
224,e4 e5 Nf3 Nc6 Bb5 Nf6 Bxc6 dxc6 d3 Bc5,10,white,0.36363636363636365,0.13636363636363635,0.5,22
225,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Bg4 Nf3 Bxf3,10,white,0.4339622641509434,0.018867924528301886,0.5471698113207547,53
